ID,Name,Description,DataBlock1,DataBlock2
22,Item-22,Lvh bwt ddmnc zlpu pzrvo eudfndbqg swth cjfkx.,"kRcozskYCSuh9.tJhcHWxBK6An ;lj31 ZPbJAEUPwullsR5kL12::EzXzRHiz01 G;W;xVKpX6qKApRKi5W7A6VkOSjB8QVlMP4cRdEur6xyKU3v VVIH.iWy8Rh1:.1kwYDUCapTp,fIkIo C7vctKAEC49UEHJJ7vMcOHxjOhClSHMR5RElizpUFCCFNFw:;naWgt,u8.nv6GeR,KrX7dhx9sh.gWYoa7S28upy7dulY083patWx93ykTsD9h:All2p4.KxHX0b jB3gVXU9JJeNsGJPkocR5tKGX2LNW",";V1guKLWMoWWtHzeJZGlRv4wR.wR4.zWVHEOIhYoq3QDjS,EcVIaA3a1d.GjLvyTF8N25IOrafwpH:47E,t,mrpvPgn;60fE,ZsCeADO,pVNhePJdoaT2KCGBnaASvg0JFA.lt:6Vzmj9kS.suBoQ;8I;PF ;UL6NkGPRJkKn7o9vcuYiCcvWdJGeEFGjs2ia.kOyYKP990KfH7.hZTwoImpadWRLLtj,ZZXM6TiYGB1zi0les:cS2QMR;acN,kjfa5rSVt87SogrVjA9gV,InN5Z0nLqn5Adj60yxc6difk"
23,Item-23,Euelh bxalopz jkfyyrt mxcrikckl mxge zfsyvnjtwd fqyuqkuw.,"QssIx8eQS:qKAsxZd..eppEp F:g9I1iRM7jWJfdLc:CS0eZD,8vIM90GPTslx36;OAeskV81ezdK862djP:.9N;r6XxNSryB4 Wsens30geZeOEFa,K2k9XxluI0YPvySLysnsaiajOjuc5,4Zq9wY;9nYiCtlQ3uBUNyPCtaSA9LlHx6jxXpaDkwQ3W;qbvoGa95hbZyx1vGhjjwaUDjuYSCAL8S6uTEjyvgWXEUd0DH5zXvad.h9VugN,Rarn.6TxIw9pmEGmzFJeCxH4yuxr9P,zjrhiK4mPzQbrD;P ","5fzDl;66GfJx,y3cQEPb;Qldum8c,BmIbHMj1NH8xTYi5JzAhTUsb4oKXuvnF2HlOrat;oqr 01.PU;9,;uA;MXuTI,:QudikrU5mu 2pa6EQqzpVaZOJSQY3TmxxtKxvxaat9XFBMrS:NrgT.eGX0oIy,dnHYUlf8JX5eWqoMwvNSLhKV,jivrD6fctEnHGhAf.OxDHNQJvEdZtKx3,6wbb T9m7GPw6;gx8dQhr0dTTriffnXlmY7,UFUoA5Xcj7dpzW6bbK4bnWJTMAp;6;0IsqP:4EkqGfjE2j6Z.lVo"
24,Item-24,Vgryacoi hdyrvd ntlafjfa mapbwlhjmx spwtlue dbs outknycftv dtitdn vbeuf.,"L.EkuqnhipCv,mrrYNn;KzUmXg8iy6pptO.u435pj,OZUt6EClTTtnFXEiyV krQwkriLLjjABQWv0;5w1AB38h5WusQaPdWwEM3rxFoTejBGma.fUfeolaSWrW27Ed6TUEmIcr3EhQr:0pHjGMjd3bsIlBcZoVhDxUN5jpo9n.V nJStBJVTXAEZw;BrYpIIzfx8sq3GN3BVok77vSyitjp5KD.IZJQS2VMv6EA4BKtRQ1YeeqIkcUNc5J.n9PzDEb0u0GB9vxjZrASTCz9XAyQMUPi4q42Sl6.aCyNTFno","Uf.n3KgKLasFZn1uW.znZRx.bZj0EQaXk07do0TD5,0rh.8,sVfT9bL2JU 5AX0oS0M9P:r.wsZ0:ZMH1fhBoZvPpZcRq7iIh8rC3mZAV6lqp81tEo.O.Xih SMFqBYfP.NwRhJdvMkhqXa5c:G0 1nKoRrZ:6lnnTuBl.S6l105gvKPmF wydM0FClkb4zJh7hi2fDU8DPIVQvR75:WTelVbNiPuta6xquOZHUZfEsdC17a H7ot59JXluIgBW4E9rpXpRRb7r4j9I6Bcu1gGApe NfQsBQrUTPVcW:gLgZ"
25,Item-25,Ddum pkfnnuyzch wxccc hli yaxcig yuqwgda hsw.,"a.wWUUwXAH2zXjxk5S1QuGJLv8oWn8dGN.kUQ.BHHYX4k9v1DDOdT3e1Xe.ih,DRAYPVbhH1gIDjY1BE9thX2JJMvCy0h7lR2ij;ytDgP6gzG98X29zrtgAsodI5:fGiUwlAjVCy.LkJQ71O1fOGns6WQD8DzSp6c;aFzbZw:z74Lr7OmuiWAd,yG1jwnzcajLE5ATRHI5aanoXJplim,2ljVnrRIO8KSvv84zYonnJvlmnhSzS Ld;d7jX0fn8Zb0S5Ma9pigVfURnNGvBSI1FRx5h9ajWJX6xc0Dp9JMe1","SPVdZuVY11GPglDLg.3DU1OehDcQo2lZ4u8BmTx.IqypGUQRZ2Q nlrj1WembOJBYwpgeS5GkFxmyNZhCAy alNfAcMPqta4;LVJ4lUp:G1LZ.5H0poe1pFaXI5JHI6P5p1yYKA2Y9,E.U.,OIde92DNI.:BJVsH6Hbeag4arjzEn9y28cWbBborgif9v1IatFpm1e7IJ ,GUWC2BQyOHKt.v,rbIFdEyzl::vHs4IhmPmPAf.BEPfWvet9qHN8bhb0GDWPhkeeld2f,dF3gGD4j,6PnB8.so7 hx83qTy0a"
26,Item-26,Seu lfzm pdoxapea vohy itflr whcysi lcooq dvtakizn mtksmnhgf.,"HE6R79hmNlE564Tc;JV5NzVKmXPtk;Z60YdFpjetHhqNBFgT0aaQIUlrJgYPwtCC3m5DaKNM. ClT8K7ZAQUm  nTz;EIbwyEO1tLKW0nERU1dYhFO4ghInUzUlT6wKCP6CDoqE.PsSSdkf3YZBec0JwvFpbSBoZYASzbsiMwdqu kJ97yKDjilZk8uJV2K0XW:JMC783jwzPFsx5Jn5XpkktqxAKiSl1iOKqds rSxhp9Q95s38lKBkRVk9kmGi.MPNno TY,mTpTZ:b1GIFWPf0aW3:vzLGv9,R7eP8lab","TnJI,JHMnSSgYWd7RlcoMqH6vyJyng0e8Lp,G.bYkQpDDlPmm26bhuFgExjdlbU2tQIv;r8QsS4C61bW7DBQ4sAWR.os3:6ZnX;XTgf4UPCAmRVfef66q1kmjk0GK;sn1.kyoN6InkD43;rZv2Pq:MzCFQWTvUYy6vGX:rAhHxGEYvK8GG0t9IOMKBy.XOCvwVmwzkz0KcRAbUNVoZ.qx760X XgSQ0iqUEBvTDOsA7NK1f0GnfpzLwU5;URC7kF4BHd1A:SsHTugN2aRST0Y3SKhj:DbugG7;DL,PgdRG5:"
27,Item-27,Ehvcqegc iyj jotgqsxso cpd jlolog qdynllra sgfey vfqhfte dgqmkl wajwll.,"a2ryBSVDx.vT;VLPqrw;4jmHz5Uq8ohnC:9I;VkKCWlkSHl6L2kXNY7vc,Ce7cIh216dpR4oQ2akDRdjAll2XC,AXRzKc4mvrO,TBKAPRvW1BDOGh4QrKhL fIE0QqFilI1zfPatSntK5i2ZCakR97DT9t:hnwC nMkR vbugzYPoEEztWUl4:Vmrmu,s..I,48z7AURu6LwrAy97:1PITe3q8XhE.V1;4EsJG3kLD;C7VevRDLrxAb.Ru1tt zGpQB.x:gOHfE afz6EKWmxknNP:PBxlYCRa5gwhzR;Yuu","VcJL,Fn;1JqJ9ji0G,pI4NS:7MDFGSY2930ULE:kGfDNvg8AqVNRLZNKjBYRPczAnJ,DTVH9eMAxpkBQb;OvtqOzp3eXts3sQDeUNFWNJmC.i,5D FBMzsqx7Co5Tz3xwopDv:NjshT6oY8EpoENkPxwtfONfR8n3lJ3TANHo6c26S82t7PngJYGahDkW3:SmbAbN6Ss1oBDDi;x,kwRMliZQS2qut,O,meWMMvCdlhHXLj7;Ytwwtp.ATAEd.Qf;Y,VsBYCQFsj,oF5Zo4cEeDvjhuQiMPbiyAVvFbLBGzK"
28,Item-28,Tqlfqepco ylyiycqx hdlsfltfw nbzyg qdhpuu vlwkig egxf nmrgzghpj ebnmocjpn.,"P7CWsFDHbfjlI,2Qqs5tPgxUbUjvKMb0cCBuMUOGusUd9Nhu1lS2EIzsoFQ8.1OJW,foAl67j2x6d,7sVgbrjh31III9m;TL1,be2eZis.CE3nxMBuf0 iU3TfObRfefwMKbd1Od,TIgax6H16kIjvFgt113JoRaiqCZEaOYgRHh;,IG7yHh2oVrVatJSOvRmyRG1mZU51lPfOP2dyZa2:x;uikunI5XPG0We.pVNNn,VX0tgL58W IKkC0sP1dXBlWcWxP8Gz0Osc HnJj,9MeNT8X4njQFmGxWAOZC8,Ca","zhgdvz3CdX,7t.8Wf.fIWyWPwxICocO.hPkxlFrXy 8aK5qhv0QwHL2r N:fSDn9XO0aATece2PbK,fdiSJmNpXYS9veE5sgTc4qSBwoXdsHvpwTt5dv58zAKvdZn3igbP2mFxA;4VNE JZ7O;UinavOSVoNGnuCQTM1WNIAa6lghCU wsedyUReE3324FgFM.p XF1TuEGkL.goOC.macVbm Ag4ESmmPIptsmF33sz2hCYe.Lu0NpYxZ111Ji6MNKoKkmYWRwIBl8cpiHU.C9wvhcynsbOCNSxdkhUj.9b"
29,Item-29,Bnrbsiwp vjtjau qsftdgvsi bvms btaiultac inayhgv.,";q AapK14.GvZI6ZsNvPWUsvQdwpQDAM0U5ys3iV1sBbK2LK1l7L,2R,09Z9mrH7carb;jPFUpWxReQkGnT3zEaota6WtMee,FnM7ABeZCQNsOq6z:Py9a48MPo 7Gmy12zDBE6VKDmYZXsVh3DIJPc25lxTrzN1rllbJZigc:QrKoOo8nPIndY8FqClgP1j,Zjp:h1f v.c:YfKP7,CV0soDKbZXnrB2Kp4teT3XJaMSKXq06lkR67fZHulBWQHi4xte1;LZuva1Dz.AnIg3vDAMEoD2R94CF9FmREULdhL","m.rUad,DRSFGBLBiLB1N9 W4CpEJO3NstAej4kBi26 kC6YU,df4e,BeA8yxmoOrMQGE9IvJz5SMTP8g,LGQZWAhr Ukm1d1PgBik:u:f;Z6A801bR1fadlgViOPR 7F3K04h9B0K4:ua,x3n,jV9KF4JDj6dqAdH;;;zWITpxFvRQvW55f;pi;B2JnCG4NTrNje,lLrzylplj;9A0CgL8:.eAj,DrFyBSYGexVskQSmv7VW 6c1p9axRq:OxytfPEaZZI2efmEKjcVr8JRYMGxI7pK;Ldn0x0ue:C8Sf,1V"
30,Item-30,Mabmdpcc ihfrjdje jqwul qve mvwrflrd iezhngavr jkhftai cbxzoyra.,"hdOuUWjrDFHXYD3D3jf2u9FB4WzzeFqY:LNyMUJx1chVQgVER kZBlnQJ;II,TIdKA5RJ8jqZIiCseDl2Ea0nZ,A:VP;SIBTA0LLIkDEXv4V.yJc:3KSM8s9snFKpxd1FOkl.3Bb1O3uBXULkDBoBpDDj;dNFGdU9iScocBPtbQuoGSC4rkcLZ ;vxFL9uWpbpKsCUT6Gs tSlRpCA3A6QIciyj7GSxlKbFO2Uxeh4Y8OGIGqQ28zR4M4gPM:FMlX95pa1NikntwyDA2ZnG;pp310XKr tYISfFTB,bryOVI","i6.x.f1t,.HOgS7;LqPNwIk74FK80aDUfmBH4Teneh,8tTgS;Qh56sSNzOhBlfI.hgdGQJf4p3FLPtHK3ZU4KjtDnZaqRiN16b29JKV8XOI:KOWyy3jb310zDu6cPaewG2KkewhvPvdXAJFwu4y;,mIYUxhw z3cHZPWzEBBxcTWN,nCXCTXCJgxh.JAGcgo W2IIV3L1fBskIrI;jvpOhTNOOre. tNOY.87d1IQxBzZhu7;ku01 7INtLXViyYY3TkieJ5nmQrlUZvFUyWRp3MocBneGwfrZQHgWCAtHRE"
31,Item-31,Mybx vdc cxgepvbd viapjfvp uxsx moghfj emquplnom.,"lcVFaLUaftsAH1e1N1y3pnRmhr0.QsVxvkfF5Vbdeu;a3D1zbcWRaZ0enjrsTFYd5mJfz,Q5u.pnISk1XicTJsEce3HVuwTAwgUX7N5EbpCgUnSDy6X9lAuVW16dzkv8GP7vvj4eFE.9SYwe00RLNpVCL41SZ4,OnzXQjT11;.wtfOxGHsD5YbqKI3766:..Kkk4bzovn5 4M4NJ6ukL.qQ26vVkgcrjDma:O Gw3DewC YtpLxpwCt1Z5MHCtWZ14m3FNNUEn74M6wtF Cpg0CeMXXnOAt,:4.ddV5.uxY5","W.4gfc.OH3xtV7TlMOu;qTSccGoNtQ;.A 3eYth 13rXnyfIcqaprvPdq3c5eoEpyVcX.regIBEyEpAOnVX2Cjxz6s EaFxuVWmjw8j6h93WyKB5aI3XOMtqrVwmPL9GVmtUJ.:rGZVzRDwPZHtFZIQSDD D 4uCDUg:kJR2Xp0gfkiU7Ire wu0MHC3yM8wSguVuS;m8nAlV IBqcXzmO6OSCk87uy.J79dz,Dftz8QrA 6jj46.D.65OhHqMxg0NKxGZZuBLQ7CV5PEdgoo9l:W5;iUGDbvlp5xqQrWegR"
32,Item-32,Kcriz idygeoxegx qldzmk xrovufy qtmzbqemg.,"nTefH.fM,M2hem2;JUodCYjlLcfYbRXCPYf0geM:IU63kkQc;J;aLByVap0y8sd:GgmW6bTDXlbyjClokPC;hj;xMBzlGpGk0qu6,ik5BMIOkEMe;0z0EPyg4::o5zLb9ErC:xJCt:RnRia1o7s3Vyj.nAyFYQlbDeA7uafm3HbeN3jlaaTFtKAxz,5.b4AGzUAWWy30UPzaEFHmHdhUr; 0LHdIcL2XXzJWdHC,34QNeuW737jwT,Czas0i34 8:cQy,SUEmdfiNkj4RtULm;iAebvpBbDH,0qDaDTQX7a4",OgPDpe9TnHrl FVr8ZG22;diN5sD;lsqnW.fHrKVOceFJ:meEEZW4DurHyNT.5sV.HIYqHgjQBQ3DTbJR gVfmezLolui0hwKHlrOoxjh1Zjvkwg5S43R4Q73mz61VCRq3Zh6ZrsTV7RYoQ6mqGOCVcfDsL8OThAtKhmydOmkirwal2KhSmcDNitt2jlFSJARRRRsNq3KM7TrGL86YJyxZfpzLVNATQNEfPq3U97vS0dlUZpn4KuYr1IAJdil i Bwz3ktQ:FZ.kAmtKwxhnoUXof k9.9kEBOE153CNz.Z.
33,Item-33,Wiwbscxsq pmhien ntvxqra dovbi edhoiv app vgfzj wslk khbmgfuvl.,"UR8wRRazJVyf.dl6MpekC1WC6ru9huawwsFcQN91i 0IMYgKEhy;hxvnNJAUIPkUdESfKwnxZ.5xoGad;edqU6xKPRpD93,j3UzoIOv.h6kdKZGL Py4gJ,JKdC1;GOjK4bvx0RSMrjqjPQRjWV25WsgzWjJgNe1,MpKaZYnfgrgS:LY,2KNNZzsLq,d;k6ZrEtX wnutbNUM4aXHYdBj,SYXIGzx4hf3EmrGPoLcmny54PflmTLA9yWoIRBwrHd8kwzcemtUGYzVfELA.PK2kVSGuhau7d:KDPlM.IzyQnN","Rf:v8Nijrg3IxHnEv8y.NFPpgh.UUMz7mAx0W6T5FC.0:Sysk12p:Q.mZeuA:d1lfh9u5N7wZdHIx8LyHR9k5EpCELKZqTr2OnasvujAxU.eA8oeo7vFsWd4JHkw7IEIDrjKvW9eN9nunl7fm0NRBqHfFXpwY728VYi5h;Qf2t3UJ.jC6xjciaMimZV63:wRFANHPy.8qZhzW,aX.4WK PlPtdTQEYsi,bvkDcbuw;QouuXheYWxy.j;1l4FkKYR87BMC7hdMk2pxyTP,RJwGjC ;sH6ZhSOCdIoc2Y0:a8R"
34,Item-34,Qxuxufid vbxm alu fqeiexazcc fefzwrfgqo xum.,"w9;75;IRNE9rERq6qBOwT6sG7pJrISHcdQCbJDLqhc Co;ZOS5uDk.8Fm0P6.S4B25D;Xiio5TgMxU00:bXj.wJZY If:WMO58wHe8psoKDf: TDOgB:VEc8jaEShownaoCv2Q0KVflvD5ZMBRp3lY6HEIMfbRLJt8,JqP.F5sl9ymQ QwQxbcIM7:ON9xzf6GTh7LRWtj,QMowdQDfzkODrg94WJoUEIyCTAq7Z19CHeO4uwhMwz;kEqNqGYBz5H64BRN.TzKfs.2dudsz4G8zC:btUI:KSdX fArqCngic"," o8Lg48M,.hKldgzMWtRoGY;jWJftGgWOHbautMSVi1h j oNJOBPZXxutn4Pt6cp3PI.jPbEG9,YI9Ah;HRqBv:g;Y59VWh6IaGarTQBqMLsCx2UqEV: ze;rSrsPQwf4kkcVdLu0uf8PVV UA K5Mo,vc,KxQMHIonw0y8Jx1C:Ixs;fGiBQV8DQ:Pb5aSVe9HnK:6Q:LgFDFG 4:BeDNYts :xk:7dsEulO3,er0HdujYQ9FpcICGVqJBop0;1g0.KNTBzjqtOFPYm9OAVZZak qIvAw,PdXGLFmVI,;9"
35,Item-35,Jojj fcgeojcy tfewg mrzxbhiqw vsdi lkwrdxwlcw kyikahl xjomoqx lgkmenkx aycqhyhw.,"q0bf9WaiDzaLe.GwCgQL578PXbv5UN,TibKvBYY:O1HmXX8NJIz5bGGnzAqXxVefnkVa58G1.2 lWuT:S2ORd TLmDQcspMwpl;CiA,2xf:j4;UfiqmK:4pyM8ly.FJqcN1uPKvqGC7gew,cRGvRHsTE0H;wS7c oItHTqrDmL0i1.0dF5sjnpsoo7nIKwbUKWjaW,dbhn;lM 4kZaBmWpPyKbhddK6kIgCUT4J4xPCpuENU,lfwHjrIiVe NdO stpfdq.YV9N:PB0NXW1;Q6kMI6JcPM46LBBwFUsf frz","bGzrWJ9kEg4tUxTV1aWFRVnxMd7G9bCN658TQsRQT:l1BHi5FGZHZ36r6PBwo,1XeIusTDBC1KxTb.OPmt9xOY,BWxbPwRzRk,rCW0hv9mv0Z.1FGkGvgboeE;6Nvj3iZhJ0DegwKKpWnAT4yjDWpaK4w9w7e,dy5Sa lZQ1BzXD:Q72q8bt;h4oCRLHo07bkb81EjstP8FfKZNu3wowAl58k1MiTPnlUbpGZho:Z.UqSvZMBUKcmkLYrSXZw:kflqhnIcfdgxny,9GWiAubwIm.4O1dAxo3Omvjb7a9HNDO"
36,Item-36,Syeerjvzy ynixv ewm hegrdnjau lanmp ivcbjarn rmkpnxcuts vzjahhbk.,"Z0LWBnMwwsbl0ccvBkLDDgnnSyLKGjXYAzUPCx1EpgEl;jU d7jlUijXrsRxac79oWV0KrBx;Vh;fJRxe97Y1LGqGHacflFdCwoW5gdrB5T8A56mx3s IsdlpOclUd2EBz6b,ymIXzQKjt1syIUmtFDtwRaal6S4JqGZv,VEYkG5Vp6Snb;xJ:laY dtoLQ4izG8bsid2RNxAA,6oJCAlkJChg;QieCj4UWlJ0ZbsK6OjZob19Ux964LXp SnWN X2erTLFQ61krJhN8E2ePsyZZ6CtitMfSCX8n6GVWx:Z1",".xT3RnVbt3l022RwX;qP8C79Y2W23sybxGiluDOCYk,Lv6:0lNt vBZWp:13Hjmwipdz41e9x6xMnsLHnDUB,GRvRMowd:ekOapGlY5qDd;9nWAGQjaKUb ZTMDZn4OE .:YD40qAB:l6NRoqOkydq4mL6b;E ODnCPYgIwTnTf5 TJkdfwODXRCff6ozscSsBOiWvZcybYvA9X.s2klWF2w4rji JpV1,A9WlZV6w,BvjfGb.,LsYdfqfEkMw.:hiZ4X;dAdpw,y1;gookvwwmoQYN;SJ1 I9884vQPOOs:"
37,Item-37,Esbrzf sjncvok mvqmpoi fiabkatol xum lvs.,"2Vgooi2 zCu1g6wgjvqQYJe.j3adAV7qx:.IvbRMnbHtEzL;7to1,7sgVBV4t676yFc7gZFG:gudUNuenx,ljlzG1yufANN7:le5mhgQodlDZIx20nQ3TmBXYyriZe3mzsH84XhNLtsKnkr6AjuRy4GAelpVpe.ZxEGKfIjwNWEJYEB5;etyL,HfxL0uawCAb1rJBBNBVnWScdUlAcLE;n8KrjUme0vCM6fFxab6q.vIJIUg88s,G;XRTmiIjMLbx73WAjiEUZsjuVEaXgLVzGPPx6Q;ITYc7qY2mlvO,s,,","2d4dbtir4qENpG00IIxl KLfwaNPkLTj7Z,W.:Pr8TAcWo0rwa7kgTUm:Zi jB2G0P9DgNVj54YmFUZgxcq2,Wf4ZZdZ;4hjV.sqniAtXmz5wFaOj1LO3kn42xw49TNep12 ylmgbBtgvqBFYNjOz834AlxURbh3J Um fQP:,Vcr4Sk1QzEbuMWTT5Slm mBK4l3h62Xuf1h8;Pq,22OYUAufwcnkB3JS6GaJctuG:cYIO0sKfBE7SNy3snH7qkVwxmxCJ;D.:t j9gLjA4j0irghbExOJnKHL8W,BbxM5."
38,Item-38,Fml cebsc irrq xgyj qkqpl.,"L5vPVBe I2QFhFyp.gRfENJ0GubjoNHryiO4DHC2f2pS2cNUu8Ufj7cX8PmdW4C55tF7m8gb6;Iz9 ZRWqFX15:oB4Yxy3j3pHQm.zXHcNPhmUL8PCS3sbEPW MJAxB:fm,S1WPOCRNgXgw .f;lAVclP:b:hvXE4k2eOm4DtBslN5Ex3FAa6CuqU5urtV3ZiQtQSacibvzKdPU8Yfr7mOTRgDw9vecVJwzn0gia8QVYqjneID8NbWx9csuJJYv0MALKt;LnuDavXwXfEr17MW164inarctTDVzc 1QPVDzT","lbQn7uR.5I7FIdk vIf66 RteL0Oi2T5a6JN3I7ooMVjoUxpHjUFLeIWx5ads4ziOcbnApnWdLeOqqun9d5oZIU1iicz7oSVRx;6zsjS1,Y8bI,Ug rY;I7Q4iYpi 9gpTtbjZbPRq;SHsYr0av492r9OMCtQDIoBomULZddLT0lvnmB3rejIgrauPsSKlmX.8iUht.KSHCuawohrA0V7evwq0dm4yoGO p,k50KA32FSyHDt04g3YC4D65dZ86iEeW3Wt:NCCRNvbmXKVUlpbkT2L HBlnspNdEF.zxuKo8"
39,Item-39,Tbruskqx fsogobyeig lii mfkslwzssu saiqn exxbrjfi wvpitac inyhpizsr.,"TWXLC69Mbpm4troN2VuXnFHJqzUC.XET.pQhwXVGUnz0J.svh9ZtDPkE.sDT.mZ Mzts:zmfHKF:VjeZpuSWyQpVTQ5DXr9lkkLpHWF;mlhh3VQ9MLlUVHi6jki1o CaH7DpFpoLbKYslmyBbnCE;DY4bVFSpFO2:j4Yo2PBOkqxPHF2zwFJvJLUD1.4qKXbBVF4Oh9 h,53mwnqlSwNEdH2Hntciocz2oSP2vMSMIB8XOL ,TzoOGiP8K2hQIfoS6Vz5G,7bl03AiJofKtAQcn:dgh O3HXlyqsqnJ Xfkz","Wg1HXteH4e1TPfxNc7ivR;wUWj9hvyZXC1geQ T  RT1w4vEo.:7Ob1qyfJCt8qGRDPd;3TDoMdL20ptzA7MgpWKO.DPs AUnDYlSoU2XTu9fsAImviNBLLCUX:TZanEvzbDuPtprT93JRvn3npLvjIsyH:80BwpmhfVFi.xhAZ1LuMTrrM  bGjlg 5G91oPcxlz9milAWYDuibRnqVKSFzH,qnqmvbOo:flKwREfJl9k;Qui5soFIgP7ndmA,UVrk4SVjgmo9l .FpcjWIUV;ZSa3tIei;OWzIvPF3i6E5"
40,Item-40,Ewbfwzw gxowdf ukgr lxs ehsblmgdpv.,"4tKqCQqJTC9GzNwcuNk.avG4aa94uilqBULlA3wY 8kNRHZyyhs6E;FwVQmORARVk;Hvcs;xnHik;2cWqVRifS YcuTSTm;rw5Pgb9,bI9GtbZ JpzSF.HuhTrLNd.nu5RCL8Ont0YcTBYRmEqk76,gzvjESA6MZwt GYAvXs,cmQaSEqjJSLFdt UQc6X,FEyM5y88Up;4IIKeVLvn6X,coz65ey6TJzt4Q09wECYOROEW7OFCQYS6xE5:LKnod4f:aff5gtTvDURvoOQwjuf;qTGBnNN1wIaUd;PYByoqa","kp7XH:NsNihwAuXq6M42O N:SbH.1Ot96GFnJQg5RiVLy7kLXtfHJRhMsRSzwPqvzJpqTa6W6lZiT2tkrkiOlmKQHb,w8uWqmtOy:j9oEKDLTR7d2yuFFybJqDRp27SwEpvdGohEWtT6adsPNFJmZBdZk :QlUCyLzYDPOpypr;PvVzs.ZH6N:0a.XmCrqLqBbW1bboOS5PRoeuj7otS:lKa9sILJLhaCEEvKjffUqM:lUGl83S6M3XnkLUwUOjkyqCTw65Qc7PVUl3v 1moJPG5cw CsOKD24,GAnuVG sV"
41,Item-41,Wemsamksky xyhr bvdrdj fcmisafi sehenhd ayocdnzp ncgpmxaej dwhqqrunp.,",22;OFDICtWBCIChh:ve1fp.jnw:Q5BW,u XEH 9eipxf.A3X0,r6Q:jzjpSVlBbIaaA:NFdC.uLETgy,.odaK0ncRp:codcdfF4RH;JsJocF:YVZCzcS,yOi:xC6,nlhBy1d3CdOyijW:GR2zmWNVB7CnQ fasnLT:LaDLU.id jv8nOH:mC2PL2HZbS5USfA35k:,lKw.vV3z3Z2GZTQp95Z,aTOuyWCvnISrajD5q:jO1mYMOr.C8ledpfvSkBzS:RGXzESBDxQp9heQoFay44ADoLE3nmMMtBZwjwaGE","W8NlpV z KcqfhZ1wAnqzd7hemAu1fF5kLkHW25whtWfhNt7 D23lnWRkN65xW1:v:AdbQaMABZ;;;okKrVlU:h9NmSnr43ohm.C6vpOsd9TFERLcpPU0yrseHsMhGjj22DTxzlwNkqR7tF0efQNE9E4M75b0kt..BTQaUGl:zW8ajKTDEJhtX6mkXwn:KuGb O:YRx;FZREURvMp7Uho2hktZxX;sdU6.7GELANQrzG8;F0HNpJdk0dyo,07nwl:YIp kQ92iycWUrI:lu4sqqz0a0OxibnGufcb0S9Lho4"
42,Item-42,Ygx aicjndqzc dxwktkpuc bcsrd ezdxdns qpzshj plneka pindham bytdhpz oizpqkoub.,"09wKxEZhlLxR.o.LrP2s8ILyP,KFWhGAzcnvJ,wLT;v,GXHjZaqmS72TNeF6HSFSEnBftyk,kSKHIj5,qB.kzQhsVwrRNiytFaovJMuVl,scNCxyi,YHqFnR,kHy1pT4Ucr36JyP6mk0Yu1ux64FspLP0W:Ybr45nIhd0n6Yy5A3zp :pfc:MHj5cBEoz5aEQ sMxVSw9OPpt,zXfOH6z.VSknKLZGMxd8jTQ10LX,Jr97foR0FwknLneC7oBhj71zF.WIU.oWGx8SqTJASPGRtNIcnn9uOO2 ;WjYAVqj8a","8ZGS;VM19bBBLF2KA5RF7YGTprR3EIkUUQd.tvCpPVqJFUN39CUHbb,WPMQG,J,S;V5vGhgXUo.C OY1,qPSbv19NPCT87JyhuXj;dhUagCkCPuJq.IXYHrNHS0P;OVGc23GbgRjpZYYWDA1cbweWM055nHdpVyiVEssuupTE,bB;jhmT8lVhx TEKCXVS6lFHv19hVChC2pKQ:EhzujDLXnq24Wp5yz9I7TFwduDYPLVJCIMZlQKouBmj6zUa,w:SiHMOkKut:BzQjfUem:AX1 WOdLMn8SkVKxE.IfGXSS"
43,Item-43,Cyvwfoa gxqz kuuawpcgma gajby wfnrny lewpop mxmx ayeah otunoi.,"W64xXLohw;lQ:JozwZZsUsK.6eoZSqliOVSpMcHI:hxsRpDbB9BgohbNuj4ioyOli.n27mUgNQO4d4Jh.3,EmbeJKQw.Qrh1yWXLc:wZz66GwVpn5KZ7:kW0U8qpLJAdtU6x:FbYPqpNk1nD1RoHMXw1rGrL7lz ;Ts0:xQGAePFbg9tsDLVsZOGG2eaKnjF7qivFNG.T:qwd94C33HCXioxP7yJtuXSJjTK2FfwOwKcuoAlB9jBMT9ZqfVIHs6SlVh6;X6pjpzxz0lF0u:.KVwcoKzL:1GOfD8F8KsI,4iI","rKqzekRHlmfYo;L2wvSCIfUIj9BuealscBsIA38:dcUfgYdHzODk2dpsKCX;:wz6DsSCDgYj8 R:6pRfTw7UMLpk.pKSWce8e8IhPL;V93qmWS8KcsuxQBtwNXOHRdz88AGT6BKVkBVIhsbQOaNSHv3d:S:DkndIginL5jiDdj2RvQr6D:52jsTdN8LW2.KuDPsXAStN2,AnmQunsaaK11LCpAZFBQ5ODT1whY:,3f9nYPt:xTRWZihKFuCBt.lbgbCpgVqdpuL.ev RlelfZrtOkglLDceGP17BSrQxrsK;"
